"FOLIO","VIV_SEL","HOGAR","N_INF","P3A1_1","P3A1_2","P4_1","P4_2_2","P7_1","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0004451","04","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","05","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","07","1","01","2","","","01","1","17","2","281","0004451",297
"0004451","09","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","10","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","11","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","13","1","02","2","","","02","1","17","2","281","0004451",297
"0004451","14","1","01","2","","","01","1","17","2","281","0004451",297
"0004451","15","1","02","2","","","02","2","17","2","281","0004451",297
"0004451","16","1","03","2","","","01","2","17","2","281","0004451",297
"0004451","17","1","04","1","1","","04","2","17","2","281","0004451",297
"0004451","18","1","02","2","","","02","1","17","2","281","0004451",297
"0004451","19","1","01","2","","","01","2","17","2","281","0004451",297
"0004451","20","1","01","2","","","01","2","17","2","281","0004451",297
"0004452","01","1","04","2","","","04","2","17","2","273","0004452",437
"0004452","03","1","02","2","","","02","2","17","2","273","0004452",437
"0004452","05","1","01","2","","","01","2","17","2","273","0004452",437
"0004453","01","1","02","1","1","","02","2","17","2","272","0004453",410
"0004453","02","1","02","1","1","","02","2","17","2","272","0004453",410
"0004453","03","1","01","2","","","01","2","17","2","272","0004453",410
"0004453","04","1","03","2","","","03","2","17","2","272","0004453",410
"0004453","05","1","02","2","","","01","2","17","2","272","0004453",410
"0004454","01","1","05","1","1","","05","2","17","2","272","0004454",362
"0004454","02","1","01","2","","","01","2","17","2","272","0004454",362
"0004454","03","1","02","2","","","02","2","17","2","272","0004454",362
"0004454","04","1","01","2","","","01","2","17","2","272","0004454",362
"0004455","01","1","02","2","","","02","2","17","2","272","0004455",430
"0004455","02","1","01","2","","","01","2","17","2","272","0004455",430
"0004455","04","1","02","2","","","02","2","17","2","272","0004455",430
"0004455","05","1","01","1","1","","01","2","17","2","272","0004455",430
"0004456","01","1","01","2","","","01","2","17","2","272","0004456",363
"0004456","02","1","03","2","","","01","2","17","2","272","0004456",363
"0004456","04","1","01","2","","","01","2","17","2","272","0004456",363
"0004456","05","1","02","2","","","02","2","17","2","272","0004456",363
"0004457","01","1","01","2","","","01","2","17","2","272","0004457",403
"0004457","02","1","01","2","","","01","2","17","2","272","0004457",403
"0004457","03","1","01","2","","","01","2","17","2","272","0004457",403
"0004458","01","1","01","1","1","","01","2","17","2","272","0004458",397
"0004458","02","1","02","2","","","01","2","17","2","272","0004458",397
"0004458","03","1","02","2","","","02","1","17","2","272","0004458",397
"0004458","04","1","01","2","","","01","2","17","2","272","0004458",397
"0004458","05","1","01","1","1","","01","2","17","2","272","0004458",397
"0004459","01","1","01","2","","","01","2","17","2","272","0004459",406
"0004459","02","1","01","2","","","01","2","17","2","272","0004459",406
"0004459","03","1","02","2","","","02","2","17","2","272","0004459",406
"0004459","04","1","01","2","","","01","2","17","2","272","0004459",406
"0004460","01","1","01","2","","","01","1","17","2","272","0004460",208
"0004460","02","1","03","2","","","03","2","17","2","272","0004460",208
"0004460","03","1","01","2","","","01","2","17","2","272","0004460",208
"0004460","04","1","02","2","","","02","2","17","2","272","0004460",208
"0004460","05","1","02","2","","","02","2","17","2","272","0004460",208
"0004461","01","1","01","2","","","01","1","17","2","272","0004461",421
"0004461","02","1","01","1","1","","01","2","17","2","272","0004461",421
"0004461","03","1","02","2","","","02","2","17","2","272","0004461",421
"0004461","04","1","01","1","1","","01","2","17","2","272","0004461",421
"0004462","01","1","01","2","","","01","1","17","2","273","0004462",335
"0004462","02","1","02","2","","","01","2","17","2","273","0004462",335
"0004462","03","1","01","2","","","01","2","17","2","273","0004462",335
"0004462","04","1","01","1","1","","01","2","17","2","273","0004462",335
"0004462","05","1","01","2","","","01","2","17","2","273","0004462",335
"0004463","02","1","02","2","","","02","2","17","2","272","0004463",555
"0004463","04","1","01","2","","","01","2","17","2","272","0004463",555
"0004463","05","1","01","2","","","01","2","17","2","272","0004463",555
"0004464","01","1","03","2","","","03","2","17","2","272","0004464",332
"0004464","03","1","02","2","","","02","2","17","2","272","0004464",332
"0004464","04","1","01","1","1","","01","2","17","2","272","0004464",332
"0004464","05","1","04","2","","","01","2","17","2","272","0004464",332
"0004465","01","1","02","2","","","02","2","17","2","272","0004465",420
"0004465","02","1","02","2","","","02","2","17","2","272","0004465",420
"0004465","03","1","02","1","1","","02","2","17","2","272","0004465",420
"0004465","05","1","01","2","","","01","2","17","2","272","0004465",420
"0004466","01","1","01","2","","","01","2","17","2","272","0004466",434
"0004466","02","1","06","1","1","","02","2","17","2","272","0004466",434
"0004466","03","1","02","2","","","02","2","17","2","272","0004466",434
"0004466","05","1","01","2","","","01","2","17","2","272","0004466",434
"0004467","02","1","01","2","","","01","2","17","2","272","0004467",381
"0004467","03","1","02","2","","","01","2","17","2","272","0004467",381
"0004467","04","1","01","2","","","01","2","17","2","272","0004467",381
"0004468","02","1","01","2","","","01","2","17","2","272","0004468",334
"0004468","03","1","01","2","","","01","2","17","2","272","0004468",334
"0004468","05","1","01","1","1","","01","2","17","2","272","0004468",334
"0004469","01","1","02","2","","","02","2","17","2","272","0004469",253
"0004469","02","1","02","2","","","02","2","17","2","272","0004469",253
"0004469","03","1","02","2","","","02","2","17","2","272","0004469",253
"0004469","05","1","02","1","1","","02","2","17","2","272","0004469",253
"0004470","01","1","01","2","","","02","2","17","2","272","0004470",546
