"FOLIO","VIV_SEL","HOGAR","C_DENEVI","P3A2_2","P3A2_3","P3A3","P3A4","P3A5","P3A6","P3A7","P3A8_1","P3A8_2","P3A8_3","P3A9","P3A10","P3A11","ENT","TLOC","EST_DIS","UPM_DIS","FACTOR"
"0006964","16","1","1","02","","3","4","","05","2","","","","","","","27","3","449","0006964",306
"0006964","16","2","1","02","","3","4","","05","2","","","","","","","27","3","449","0006964",306
"0006965","01","1","1","01","02","2","3","","05","","1","5","","3","2","8","27","3","447","0006965",459
"0006965","05","1","1","01","","3","4","","01","2","","","","","","","27","3","447","0006965",459
"0006965","11","1","1","02","","3","4","","01","1","1","","","2","2","1","27","3","447","0006965",459
"0006965","15","1","1","02","","2","4","","03","2","","","","","","","27","3","447","0006965",459
"0006965","17","1","1","02","","3","4","","05","2","","","","","","","27","3","447","0006965",459
"0006966","03","1","1","02","","2","4","","07","1","5","","","1","2","1","27","3","447","0006966",474
"0006966","07","1","1","03","","2","2","","03","","1","","","1","2","1","27","3","447","0006966",474
"0006966","11","1","1","02","","2","4","","05","2","","","","","","","27","3","447","0006966",474
"0006966","15","1","1","01","","3","4","","03","1","1","","","2","2","1","27","3","447","0006966",474
"0006966","19","1","1","02","","2","4","","05","2","","","","","","","27","3","447","0006966",474
"0006967","02","1","1","01","","1","3","","05","","1","","","1","2","1","27","3","447","0006967",337
"0006967","08","1","1","03","02","2","1","6","","","","","","","","","27","3","447","0006967",337
"0006967","14","1","1","02","","3","4","","03","1","4","","","3","1","","27","3","447","0006967",337
"0006967","15","1","1","02","03","2","4","","01","1","2","","","3","2","1","27","3","447","0006967",337
"0006967","15","1","2","03","","2","4","","05","1","1","","","2","1","","27","3","447","0006967",337
"0006967","20","1","1","02","","2","4","","05","2","","","","","","","27","3","447","0006967",337
"0006968","01","1","1","01","","2","2","","08","","7","","","2","1","","27","3","447","0006968",573
"0006968","07","1","1","01","","2","2","","02","","2","","","3","2","1","27","3","447","0006968",573
"0006968","08","1","1","01","","1","4","","03","2","","","","","","","27","3","447","0006968",573
"0006968","16","1","1","02","","2","4","","05","2","","","","","","","27","3","447","0006968",573
"0006968","17","1","1","01","","4","4","","05","1","2","","","3","2","1","27","3","447","0006968",573
"0006968","20","1","1","02","","2","2","","03","","4","","","4","2","5","27","3","447","0006968",573
"0006969","06","1","1","01","","2","4","","05","1","1","4","6","2","1","","27","3","448","0006969",599
"0006969","14","1","1","01","02","2","4","","05","1","1","","","1","2","2","27","3","448","0006969",599
"0006969","15","1","1","01","","1","4","","05","2","","","","","","","27","3","448","0006969",599
"0006969","16","1","1","03","","2","1","2","","","","","","","","","27","3","448","0006969",599
"0006970","01","1","1","01","","2","4","","07","2","","","","","","","27","3","449","0006970",420
"0006970","03","1","1","03","","2","4","","05","1","1","","","2","2","3","27","3","449","0006970",420
"0006970","05","1","1","03","","2","4","","05","2","","","","","","","27","3","449","0006970",420
"0006970","08","1","1","02","","1","4","","07","1","1","","","1","1","","27","3","449","0006970",420
"0006970","10","1","1","03","","2","4","","05","1","1","","","1","2","1","27","3","449","0006970",420
"0006970","11","1","1","03","","2","4","","05","2","","","","","","","27","3","449","0006970",420
"0006970","15","1","1","01","","3","4","","01","2","","","","","","","27","3","449","0006970",420
"0006970","16","1","1","01","02","2","3","","07","","1","","","2","2","1","27","3","449","0006970",420
"0006970","19","1","1","03","","2","4","","05","2","","","","","","","27","3","449","0006970",420
"0006970","20","1","1","01","","2","4","","03","1","1","","","1","2","9","27","3","449","0006970",420
"0006971","03","1","1","01","","2","4","","07","1","1","","","1","2","9","27","3","448","0006971",442
"0006971","10","1","1","03","","2","4","","05","2","","","","","","","27","3","448","0006971",442
"0006971","15","1","1","02","","2","4","","05","1","6","","","1","2","2","27","3","448","0006971",442
"0006971","17","1","1","03","","2","4","","05","1","1","4","","1","2","8","27","3","448","0006971",442
"0006971","19","1","1","03","","3","4","","05","2","","","","","","","27","3","448","0006971",442
"0006972","02","1","1","05","","3","4","","05","1","1","","","2","1","","27","3","447","0006972",494
"0006972","02","1","2","04","","2","4","","05","1","2","","","2","1","","27","3","447","0006972",494
"0006972","10","1","1","01","","3","4","","03","1","1","","","1","2","1","27","3","447","0006972",494
"0006972","13","1","1","01","","2","4","","05","1","1","","","1","2","8","27","3","447","0006972",494
"0006972","14","1","1","03","","2","4","","05","2","","","","","","","27","3","447","0006972",494
"0006973","05","1","1","01","02","2","4","","05","2","","","","","","","27","3","448","0006973",444
"0006973","06","1","1","02","","3","4","","05","2","","","","","","","27","3","448","0006973",444
"0006973","14","1","1","01","","2","4","","05","1","1","","","1","1","","27","3","448","0006973",444
"0006973","19","1","1","03","","2","4","","05","2","","","","","","","27","3","448","0006973",444
"0006974","02","1","1","01","","2","1","6","","","","","","","","","27","3","447","0006974",227
"0006974","03","1","1","03","","2","4","","05","1","1","6","","1","1","","27","3","447","0006974",227
"0006974","05","1","1","02","","3","4","","05","1","1","","","1","2","3","27","3","447","0006974",227
"0006974","08","1","1","01","","2","4","","03","1","1","","","1","1","","27","3","447","0006974",227
"0006975","02","1","1","01","","2","4","","01","1","1","","","1","1","","27","3","449","0006975",167
"0006975","03","1","1","03","","2","2","","05","","1","","","1","2","3","27","3","449","0006975",167
"0006975","04","1","1","02","","2","4","","05","1","1","","","1","1","","27","3","449","0006975",167
"0006975","05","1","1","05","","3","4","","05","2","","","","","","","27","3","449","0006975",167
"0006975","07","1","1","02","","3","4","","05","1","1","","","9","2","9","27","3","449","0006975",167
"0006975","16","1","1","03","","2","4","","05","1","1","6","","2","1","","27","3","449","0006975",167
"0006975","20","1","1","02","","2","4","","05","1","7","","","2","2","5","27","3","449","0006975",167
"0006976","01","1","1","01","","2","4","","05","2","","","","","","","27","3","447","0006976",490
"0006976","03","1","1","01","","2","4","","10","1","1","","","1","2","1","27","3","447","0006976",490
"0006976","04","1","1","01","","1","4","","05","1","4","","","1","2","1","27","3","447","0006976",490
"0006976","05","1","1","03","","2","2","","05","","1","","","9","1","","27","3","447","0006976",490
"0006976","11","1","1","01","","2","4","","08","2","","","","","","","27","3","447","0006976",490
"0006976","15","1","1","01","02","2","4","","05","1","4","","","1","2","2","27","3","447","0006976",490
"0006977","04","1","1","02","","2","4","","01","2","","","","","","","27","3","447","0006977",401
"0006977","05","1","1","02","","2","4","","03","1","7","","","1","2","1","27","3","447","0006977",401
"0006977","06","1","1","03","","3","4","","05","1","1","","","1","1","","27","3","447","0006977",401
"0006977","08","1","1","03","","2","4","","05","1","1","","","1","2","1","27","3","447","0006977",401
"0006977","09","1","1","01","","2","3","","05","","7","","","9","2","2","27","3","447","0006977",401
"0006977","11","1","1","01","","2","2","","03","","1","","","1","2","8","27","3","447","0006977",401
"0006977","14","1","1","01","","3","3","","01","","7","","","3","2","3","27","3","447","0006977",401
"0006977","16","1","1","01","","3","4","","05","2","","","","","","","27","3","447","0006977",401
"0006977","17","1","1","03","","2","2","","05","","2","","","2","2","1","27","3","447","0006977",401
"0006977","18","1","1","01","02","2","4","","01","2","","","","","","","27","3","447","0006977",401
"0006978","01","1","1","02","","3","4","","05","1","1","","","2","1","","27","3","449","0006978",220
"0006978","07","1","1","03","","3","4","","05","2","","","","","","","27","3","449","0006978",220
"0006978","08","1","1","04","","2","4","","05","1","1","","","1","2","2","27","3","449","0006978",220
"0006978","09","1","1","03","","3","4","","05","1","1","","","3","1","","27","3","449","0006978",220
"0006978","17","1","1","02","","2","4","","05","1","1","","","1","2","5","27","3","449","0006978",220
"0006978","18","1","1","01","","2","4","","03","1","7","","","9","2","1","27","3","449","0006978",220
"0006978","19","1","1","03","","3","4","","05","1","9","","","9","2","9","27","3","449","0006978",220
"0006978","20","1","1","03","","3","4","","05","1","1","","","1","1","","27","3","449","0006978",220
"0006979","02","1","1","03","","2","1","6","","","","","","","","","27","3","443","0006979",333
"0006980","03","1","1","01","02","3","4","","03","2","","","","","","","27","3","443","0006980",328
"0006980","05","1","1","01","","2","1","5","","","","","","","","","27","3","443","0006980",328
"0006981","03","1","1","01","02","2","2","","02","","2","","","3","1","","27","1","442","0006981",466
"0006982","02","2","1","01","","2","4","","05","2","","","","","","","27","1","440","0006982",270
"0006982","03","1","1","01","","3","4","","08","2","","","","","","","27","1","440","0006982",270
"0006983","13","1","1","03","","2","4","","05","2","","","","","","","27","2","446","0006983",347
"0006984","13","1","1","02","","2","4","","05","1","1","","","9","1","","27","3","449","0006984",410
"0006985","18","1","1","03","","2","4","","05","2","","","","","","","27","3","448","0006985",377
"0006986","03","1","1","01","","3","4","","05","1","2","","","2","2","8","27","3","449","0006986",329
"0006986","05","1","1","02","","1","4","","05","1","1","","","1","1","","27","3","449","0006986",329
"0006986","11","1","1","02","","2","1","4","","","","","","","","","27","3","449","0006986",329
"0006986","15","1","1","02","","2","4","","05","2","","","","","","","27","3","449","0006986",329
"0006986","16","1","1","03","","2","4","","05","1","1","","","2","1","","27","3","449","0006986",329
"0006986","19","1","1","04","","2","4","","05","2","","","","","","","27","3","449","0006986",329
"0006986","20","1","1","03","","2","4","","05","1","1","","","2","2","8","27","3","449","0006986",329
"0006987","08","1","1","03","07","2","4","","05","1","1","","","1","1","","27","4","450","0006987",217
"0006987","09","1","1","02","","2","4","","05","1","2","","","9","2","9","27","4","450","0006987",217
"0006987","11","1","1","01","","3","4","","05","1","1","","","1","2","2","27","4","450","0006987",217
"0006987","14","1","1","01","02","2","4","","05","1","2","","","2","2","8","27","4","450","0006987",217
"0006987","14","1","2","02","","2","4","","05","1","1","","","2","2","9","27","4","450","0006987",217
"0006987","16","1","1","09","","2","4","","05","1","1","","","1","1","","27","4","450","0006987",217
"0006987","16","1","2","08","","3","4","","05","1","1","","","1","1","","27","4","450","0006987",217
"0006987","17","1","1","04","","2","4","","05","1","1","","","1","1","","27","4","450","0006987",217
"0006987","18","1","1","02","","3","4","","07","2","","","","","","","27","4","450","0006987",217
"0006988","02","1","1","04","","2","4","","05","1","1","","","1","2","1","27","4","451","0006988",379
"0006988","17","2","1","02","","2","4","","03","1","1","","","1","2","1","27","4","451","0006988",379
"0006988","19","1","1","02","","2","4","","03","1","1","","","1","2","1","27","4","451","0006988",379
"0006988","20","1","1","02","","3","2","","05","","1","","","1","2","3","27","4","451","0006988",379
"0006989","02","1","1","03","","3","4","","05","1","1","","","4","1","","27","4","451","0006989",383
"0006989","09","1","1","01","","3","4","","07","1","2","","","2","1","","27","4","451","0006989",383
"0006989","10","1","1","03","","2","4","","05","1","1","","","2","2","8","27","4","451","0006989",383
"0006989","10","1","2","04","","2","4","","05","1","1","","","2","2","8","27","4","451","0006989",383
"0006989","11","1","1","01","02","3","4","","03","2","","","","","","","27","4","451","0006989",383
"0006989","14","1","1","03","","2","4","","05","1","4","","","2","2","8","27","4","451","0006989",383
"0006989","17","1","1","01","","2","4","","03","1","1","","","2","2","1","27","4","451","0006989",383
"0006989","17","1","2","03","","2","4","","05","1","1","","","2","2","1","27","4","451","0006989",383
